NUTS_ID,CROP_NAME,VARIABLE,AVG_VALUE,YEAR_MIN,YEAR_MAX,YEAR_COUNT,UNIT,SOURCE,LATITUDE,LONGITUDE
DE128,Total wheat,Area,9205.0,2007,2020,4,ha,NSI,49.293752779000044,8.781411500000047
DE129,Total wheat,Area,145.0,2007,2016,3,ha,NSI,48.87407458000007,8.708907454000041
DE12A,Total wheat,Area,2162.0,2007,2020,4,ha,NSI,48.680683904000034,8.625681806000046
DE12B,Total wheat,Area,3780.25,2007,2020,4,ha,NSI,48.95855045400003,8.711186500000053
DE12C,Total wheat,Area,2651.5,2007,2020,4,ha,NSI,48.48032156600004,8.468067738000059
DE131,Total wheat,Area,195.25,2007,2020,4,ha,NSI,48.00392372300007,7.81563361700006
DE132,Total wheat,Area,2666.25,2007,2020,4,ha,NSI,47.949712687000044,7.992512001000023
DE133,Total wheat,Area,1493.25,2007,2020,4,ha,NSI,48.14614865200008,7.887008480000077
DE134,Total wheat,Area,5393.0,2007,2020,4,ha,NSI,48.41319983100004,8.025718101000052
DE135,Total wheat,Area,4030.5,2007,2020,4,ha,NSI,48.24334806100006,8.53187523300005
DE136,Total wheat,Area,3481.5,2007,2020,4,ha,NSI,48.006898955000054,8.411693562000039
DE137,Total wheat,Area,2032.0,2007,2020,4,ha,NSI,48.03216703700008,8.80816475000006
DE138,Total wheat,Area,4338.5,2007,2020,4,ha,NSI,47.79236889900005,8.90715186500006
DE139,Total wheat,Area,1658.5,2007,2020,4,ha,NSI,47.69048142400004,7.766870309000069
DE13A,Total wheat,Area,2895.5,2007,2020,4,ha,NSI,47.69906292500008,8.215396958000042
DE141,Total wheat,Area,4779.5,2007,2020,4,ha,NSI,48.41309925400003,9.345666981000022
DE142,Total wheat,Area,4564.25,2007,2020,4,ha,NSI,48.47869415200006,8.98410485900007
DE143,Total wheat,Area,3399.0,2007,2020,4,ha,NSI,48.27361069400007,8.931564775000027
DE144,Total wheat,Area,1327.75,2007,2020,4,ha,NSI,48.413321636000035,9.980602800000042
DE145,Total wheat,Area,16297.75,2007,2020,4,ha,NSI,48.412359536000054,9.825123486000052
DE146,Total wheat,Area,13307.25,2007,2020,4,ha,NSI,48.09361183100003,9.802340798000046
DE147,Total wheat,Area,2668.0,2007,2020,4,ha,NSI,47.70300409400005,9.389461784000048
DE148,Total wheat,Area,4976.5,2007,2020,4,ha,NSI,47.828265771000076,9.78838225100003
DE149,Total wheat,Area,8930.75,2007,2020,4,ha,NSI,48.03158637700005,9.24109528300005
DE211,Total wheat,Area,2164.25,2007,2020,4,ha,NSI,48.742634785000064,11.38991659800007
DE212,Total wheat,Area,911.25,2007,2020,4,ha,NSI,48.16368545500006,11.519762877000062
DE213,Total wheat,Area,56.25,2007,2020,4,ha,NSI,47.84777423700007,12.110337345000062
DE214,Total wheat,Area,5030.5,2007,2020,4,ha,NSI,48.22091695800003,12.712905737000028
DE215,Total wheat,Area,439.5,2007,2020,4,ha,NSI,47.634531423000055,12.958490500000039
DE216,Total wheat,Area,244.75,2007,2020,4,ha,NSI,47.744622797000034,11.49309872300006
DE217,Total wheat,Area,9336.75,2007,2020,4,ha,NSI,48.329583670000034,11.371657584000047
DE218,Total wheat,Area,2571.5,2007,2020,4,ha,NSI,48.098810987000036,11.897633217000077
DE219,Total wheat,Area,16396.75,2007,2020,4,ha,NSI,48.90022312500008,11.350253018000046
DE21A,Total wheat,Area,12951.25,2007,2020,4,ha,NSI,48.295765998000036,11.983441564000032
DE21B,Total wheat,Area,11155.75,2007,2020,4,ha,NSI,48.44857415800004,11.740984823000076
DE21C,Total wheat,Area,5277.0,2007,2020,4,ha,NSI,48.18133485200008,11.213405240000043
DE21D,Total wheat,Area,17.0,2007,2020,4,ha,NSI,47.52915186600006,11.135595490000071
DE21E,Total wheat,Area,5375.5,2007,2020,4,ha,NSI,48.03072790900006,10.950314982000066
DE21F,Total wheat,Area,158.25,2007,2020,4,ha,NSI,47.74205417500008,11.801512994000063
DE21G,Total wheat,Area,8272.5,2007,2020,4,ha,NSI,48.24136719100005,12.384349340000028
DE21H,Total wheat,Area,2802.75,2007,2020,4,ha,NSI,48.00452789700006,11.616410182000038
DE21I,Total wheat,Area,6507.5,2007,2020,4,ha,NSI,48.665756387000044,11.200451114000032
DE21J,Total wheat,Area,6273.75,2007,2020,4,ha,NSI,48.59793069800003,11.51474997400004
DE21K,Total wheat,Area,2551.5,2007,2020,4,ha,NSI,47.90846012900005,12.269619816000045
DE21L,Total wheat,Area,1592.75,2007,2020,4,ha,NSI,48.00355864800008,11.28026283500003
DE21M,Total wheat,Area,5048.25,2007,2020,4,ha,NSI,47.891362669000046,12.588324059000058
DE21N,Total wheat,Area,551.75,2007,2020,4,ha,NSI,47.81265108400004,11.055585250000036
DE221,Total wheat,Area,691.75,2007,2020,4,ha,NSI,48.537102934000075,12.145548914000074
DE222,Total wheat,Area,117.25,2007,2020,4,ha,NSI,48.581547690000036,13.436000984000032
DE223,Total wheat,Area,1106.0,2007,2020,4,ha,NSI,48.87998450300006,12.565514411000038
DE224,Total wheat,Area,9480.25,2007,2020,4,ha,NSI,48.77995834300003,13.007966960000033
DE225,Total wheat,Area,174.25,2007,2020,4,ha,NSI,48.82980739700008,13.507219547000034
DE226,Total wheat,Area,9627.75,2007,2020,4,ha,NSI,48.78787023000007,11.82629976800007
DE227,Total wheat,Area,25154.75,2007,2020,4,ha,NSI,48.44473744700008,12.209170250000057
DE228,Total wheat,Area,11635.75,2007,2020,4,ha,NSI,48.50495784600008,13.194740500000023
DE229,Total wheat,Area,148.5,2007,2020,4,ha,NSI,49.01779677300004,13.095322377000059
DE22A,Total wheat,Area,15158.0,2007,2020,4,ha,NSI,48.41536944300003,12.862028855000062
DE22B,Total wheat,Area,17005.25,2007,2020,4,ha,NSI,48.84881627500005,12.702388874000064
DE22C,Total wheat,Area,16193.0,2007,2020,4,ha,NSI,48.639327198000046,12.648383250000052
DE231,Total wheat,Area,412.0,2007,2020,4,ha,NSI,49.44966242500004,11.846221886000023
DE232,Total wheat,Area,829.25,2007,2020,4,ha,NSI,49.01098116400004,12.114655920000075
DE233,Total wheat,Area,314.25,2007,2020,4,ha,NSI,49.67234993900007,12.134023741000021
DE234,Total wheat,Area,5285.25,2007,2020,4,ha,NSI,49.48627883200004,11.697188750000066
DE235,Total wheat,Area,4067.25,2007,2020,4,ha,NSI,49.232303916000035,12.687076069000057
DE236,Total wheat,Area,7879.5,2007,2020,4,ha,NSI,49.21346501700003,11.569519408000076
DE237,Total wheat,Area,3047.75,2007,2020,4,ha,NSI,49.654393010000035,12.352999500000067
DE238,Total wheat,Area,19105.75,2007,2020,4,ha,NSI,49.08475863100006,11.864595375000022
DE239,Total wheat,Area,5019.5,2007,2020,4,ha,NSI,49.36424126900005,12.255263053000022
DE23A,Total wheat,Area,3366.75,2007,2020,4,ha,NSI,49.88238516200005,12.37695025000005
DE241,Total wheat,Area,99.25,2007,2020,4,ha,NSI,49.887315142000034,10.900528026000075
DE242,Total wheat,Area,480.25,2007,2020,4,ha,NSI,49.936436435000076,11.586652354000023
DE243,Total wheat,Area,285.0,2007,2020,4,ha,NSI,50.26476935300008,10.954363071000046
DE244,Total wheat,Area,173.0,2007,2020,4,ha,NSI,50.310318050000035,11.899747729000069
DE245,Total wheat,Area,9116.75,2007,2020,4,ha,NSI,49.91669980800003,11.047039750000067
DE246,Total wheat,Area,3274.75,2007,2020,4,ha,NSI,49.809844561000034,11.570900749000032
DE247,Total wheat,Area,7029.25,2007,2020,4,ha,NSI,50.19890959400004,10.844946950000065
DE248,Total wheat,Area,2766.75,2007,2020,4,ha,NSI,49.72120074900005,11.17023458500006
DE249,Total wheat,Area,2679.0,2007,2020,4,ha,NSI,50.208823462000055,11.850971500000071
DE24A,Total wheat,Area,1361.25,2007,2020,4,ha,NSI,50.31545852800008,11.37393002300007
DE24B,Total wheat,Area,2435.5,2007,2020,4,ha,NSI,50.105692446000035,11.47033434900004
DE24C,Total wheat,Area,4064.75,2007,2020,4,ha,NSI,50.105291081000075,11.149731592000023
DE24D,Total wheat,Area,777.0,2007,2020,4,ha,NSI,50.09315473100003,12.034489645000065
DE251,Total wheat,Area,591.5,2007,2020,4,ha,NSI,49.29468705700003,10.570216268000024
DE252,Total wheat,Area,409.25,2007,2020,4,ha,NSI,49.564382169000055,10.97815900300003
DE253,Total wheat,Area,262.0,2007,2020,4,ha,NSI,49.50202724500008,10.97103246100005
DE254,Total wheat,Area,249.25,2007,2020,4,ha,NSI,49.43802842100007,11.074528772000065
DE255,Total wheat,Area,108.75,2007,2020,4,ha,NSI,49.33720995900006,11.023903142000052
DE256,Total wheat,Area,12788.75,2007,2020,4,ha,NSI,49.21616572900007,10.379250119000062
DE257,Total wheat,Area,2935.75,2007,2020,4,ha,NSI,49.65538948600005,10.967361
DE258,Total wheat,Area,3203.0,2007,2020,4,ha,NSI,49.444816856000045,10.857473781000067
DE259,Total wheat,Area,1861.0,2007,2020,4,ha,NSI,49.49495892200008,11.370849419000024
DE25A,Total wheat,Area,13814.25,2007,2020,4,ha,NSI,49.571482555000046,10.465705822000075
DE25B,Total wheat,Area,4021.0,2007,2020,4,ha,NSI,49.21419009500005,11.109797539000056
DE25C,Total wheat,Area,7565.25,2007,2020,4,ha,NSI,49.02846722800007,10.91257739100007
DE261,Total wheat,Area,101.33333333333333,2007,2020,3,ha,NSI,49.958894386000054,9.156573939000054
DE262,Total wheat,Area,153.33333333333334,2007,2020,3,ha,NSI,50.04540892500006,10.222747531000039
DE263,Total wheat,Area,789.0,2007,2020,4,ha,NSI,49.78225555500006,9.940338566000037
DE264,Total wheat,Area,1816.75,2007,2020,4,ha,NSI,50.01576307700003,9.233322476000069
DE265,Total wheat,Area,7788.0,2007,2020,4,ha,NSI,50.22787821400004,9.95715074100002
DE266,Total wheat,Area,12178.5,2007,2020,4,ha,NSI,50.360226245000035,10.27943145100005
DE267,Total wheat,Area,11401.5,2007,2020,4,ha,NSI,50.085049850000075,10.62205371400006
DE268,Total wheat,Area,10466.25,2007,2020,4,ha,NSI,49.76371293500006,10.284090315000071
DE269,Total wheat,Area,2743.25,2007,2020,4,ha,NSI,49.767983550000054,9.235812858000031
DE26A,Total wheat,Area,8790.25,2007,2020,4,ha,NSI,49.98470381000004,9.660667290000049
DE26B,Total wheat,Area,15782.0,2007,2020,4,ha,NSI,49.94047038300005,10.369939625000029
DE26C,Total wheat,Area,20022.25,2007,2020,4,ha,NSI,49.64122916800005,9.918948999000065
DE271,Total wheat,Area,785.5,2007,2020,4,ha,NSI,48.35737039900005,10.898081232000038
DE274,Total wheat,Area,175.5,2007,2020,4,ha,NSI,47.975739143000055,10.15800725500003
DE275,Total wheat,Area,10538.0,2007,2020,4,ha,NSI,48.424175243000036,11.052657902000021
DE276,Total wheat,Area,9835.75,2007,2020,4,ha,NSI,48.34883631000008,10.730654593000054
DE277,Total wheat,Area,13505.75,2007,2020,4,ha,NSI,48.58174192900003,10.524598611000044
DE278,Total wheat,Area,7815.5,2007,2020,4,ha,NSI,48.36413278400005,10.378640430000075
DE279,Total wheat,Area,5177.5,2007,2020,4,ha,NSI,48.29712013300008,10.129595595000069
DE27A,Total wheat,Area,0.0,2007,2007,1,ha,NSI,47.58664056500004,9.92066718500007
DE27B,Total wheat,Area,1518.75,2007,2020,4,ha,NSI,47.672352844000045,10.63984325000007
DE27C,Total wheat,Area,3965.5,2007,2020,4,ha,NSI,48.04244750400005,10.37258969100003
DE27D,Total wheat,Area,17662.5,2007,2020,4,ha,NSI,48.802492898000025,10.713881295000022
DE27E,Total wheat,Area,13.5,2010,2016,2,ha,NSI,47.56507269100007,10.246307049000052
DE300,Total wheat,Area,104.0,2007,2007,1,ha,NSI,52.50046582500005,13.402229297000076
DE401,Total wheat,Area,215.75,2007,2020,4,ha,NSI,52.400873973000046,12.475857187000031
DE402,Total wheat,Area,260.0,2007,2016,3,ha,NSI,51.771286332000045,14.345700473000022
DE403,Total wheat,Area,191.33333333333334,2007,2016,3,ha,NSI,52.32963789000007,14.502556592000076
DE404,Total wheat,Area,437.5,2007,2020,4,ha,NSI,52.42492764100007,13.032776881000075
DE405,Total wheat,Area,5153.5,2007,2020,4,ha,NSI,52.77093454700008,13.588078
DE406,Total wheat,Area,2435.0,2007,2020,4,ha,NSI,52.01459433200006,13.933491250000031
DE407,Total wheat,Area,6539.5,2007,2020,4,ha,NSI,51.61565360700007,13.43602647800003
DE408,Total wheat,Area,9433.0,2007,2020,4,ha,NSI,52.61279546600008,12.61674464600003
DE409,Total wheat,Area,31462.75,2007,2020,4,ha,NSI,52.66579529200004,14.087945250000075
DE40A,Total wheat,Area,3454.5,2007,2020,4,ha,NSI,52.902708164000046,13.20826512900004
DE40B,Total wheat,Area,1879.25,2007,2020,4,ha,NSI,51.60100122800003,13.948688738000044
DE40C,Total wheat,Area,5222.5,2007,2020,4,ha,NSI,52.23196485300008,14.226823136000064
DE40D,Total wheat,Area,9260.5,2007,2020,4,ha,NSI,53.00112941200007,12.600220728000068
DE40E,Total wheat,Area,5567.75,2007,2020,4,ha,NSI,52.23376252300005,12.698202520000052
DE40F,Total wheat,Area,14881.75,2007,2020,4,ha,NSI,53.102260252000065,11.925121327000056
DE40G,Total wheat,Area,3661.75,2007,2020,4,ha,NSI,51.62129537700008,14.409173749000047
DE40H,Total wheat,Area,7451.0,2007,2020,4,ha,NSI,52.071283950000065,13.234558651000043
DE40I,Total wheat,Area,48418.25,2007,2020,4,ha,NSI,53.25545449100008,13.827284357000053
DE600,Total wheat,Area,1289.0,2007,2007,1,ha,NSI,53.53919231200007,10.010044248000042
DE712,Total wheat,Area,1451.3333333333333,2007,2020,3,ha,NSI,50.118379694000055,8.65753595800004
DE714,Total wheat,Area,1538.0,2007,2020,4,ha,NSI,50.072948574000065,8.257653683000058
DE715,Total wheat,Area,3862.25,2007,2020,4,ha,NSI,49.67322166100007,8.657173250000028
DE716,Total wheat,Area,5873.333333333333,2010,2020,3,ha,NSI,49.85435712900005,8.802281149000066
DE717,Total wheat,Area,3706.5,2007,2020,4,ha,NSI,49.90518703500004,8.46875964800006
DE718,Total wheat,Area,2962.75,2007,2020,4,ha,NSI,50.272391654000046,8.514058893000026
DE719,Total wheat,Area,7338.333333333333,2010,2020,3,ha,NSI,50.24343955200004,9.28799093200007
DE71A,Total wheat,Area,2429.6666666666665,2010,2020,3,ha,NSI,50.111204290000046,8.434073068000032
DE71B,Total wheat,Area,1366.6666666666667,2010,2020,3,ha,NSI,49.66097696800006,8.967394280000065
DE71C,Total wheat,Area,662.3333333333334,2010,2020,3,ha,NSI,50.02171464700007,8.809426214000041
DE71D,Total wheat,Area,3808.0,2010,2020,3,ha,NSI,50.138550663000046,8.084534255000051
DE71E,Total wheat,Area,18115.75,2007,2020,4,ha,NSI,50.35795783900005,8.872720724000033
DE721,Total wheat,Area,8189.5,2007,2020,4,ha,NSI,50.578647602000046,8.805582267000034
DE722,Total wheat,Area,2351.3333333333335,2010,2020,3,ha,NSI,50.63226343300005,8.375736825000047
DE723,Total wheat,Area,8230.666666666666,2010,2020,3,ha,NSI,50.420389209000064,8.205365681000046
DE724,Total wheat,Area,8827.25,2007,2020,4,ha,NSI,50.83562924000006,8.734348130000058
DE725,Total wheat,Area,9110.25,2007,2020,4,ha,NSI,50.64425028100004,9.263684168000054
DE731,Total wheat,Area,161.0,2010,2020,3,ha,NSI,51.31211735100004,9.460002425000027
DE732,Total wheat,Area,6085.75,2007,2020,4,ha,NSI,50.555565036000075,9.764531108000028
DE733,Total wheat,Area,5289.25,2007,2020,4,ha,NSI,50.898577517000035,9.761608781000064
DE734,Total wheat,Area,14658.75,2007,2020,4,ha,NSI,51.411755517000074,9.411128365000025
DE735,Total wheat,Area,22166.666666666668,2010,2020,3,ha,NSI,51.00966688300008,9.363737658000048
DE736,Total wheat,Area,10543.0,2010,2020,3,ha,NSI,51.18047805500004,8.899046378000037
DE737,Total wheat,Area,8003.666666666667,2010,2020,3,ha,NSI,51.18468662600003,9.927945221000073
DE80J,Total wheat,Area,72285.5,2016,2020,2,ha,NSI,53.545088674000056,12.996357659000068
DE80K,Total wheat,Area,59385.5,2007,2020,4,ha,NSI,53.85541563900006,12.185191900000063
DE80L,Total wheat,Area,63278.0,2016,2020,2,ha,NSI,54.21020152600005,12.839955517000021
DE80M,Total wheat,Area,46734.666666666664,2007,2020,3,ha,NSI,53.82202448900006,11.239439267000023
DE80N,Total wheat,Area,49040.520000000004,2007,2020,4,ha,NSI,53.58946934200003,14.055795500000045
DE80O,Total wheat,Area,33653.75,2007,2020,4,ha,NSI,53.355106428000056,11.463399250000066
DE911,Total wheat,Area,2541.3333333333335,2007,2016,3,ha,NSI,52.276074943000026,10.52090401700002
DE912,Total wheat,Area,5384.75,2007,2020,4,ha,NSI,52.129723461000026,10.376442226000052
DE913,Total wheat,Area,2522.6666666666665,2007,2016,3,ha,NSI,52.39103098700008,10.804481166000073
DE914,Total wheat,Area,8541.5,2007,2020,4,ha,NSI,52.57824801100003,10.604521973000033
DE916,Total wheat,Area,12265.5,2007,2020,4,ha,NSI,51.90741804400005,10.383449
DE917,Total wheat,Area,16859.0,2007,2020,4,ha,NSI,52.253213146000064,10.847054936000063
DE918,Total wheat,Area,21840.5,2007,2020,4,ha,NSI,51.74120813700006,9.859155539000028
DE91A,Total wheat,Area,10748.5,2007,2020,4,ha,NSI,52.30311586800008,10.266432013000042
DE91B,Total wheat,Area,26110.0,2007,2020,4,ha,NSI,52.13465389400005,10.64963330300003
DE91C,Total wheat,Area,25450.333333333332,2007,2020,3,ha,NSI,51.49862722200004,9.927105328000039
DE922,Total wheat,Area,15898.5,2007,2020,4,ha,NSI,52.73933775800003,8.69026192900003
DE923,Total wheat,Area,15438.5,2007,2020,4,ha,NSI,52.09309076000005,9.403138777000038
DE925,Total wheat,Area,32965.25,2007,2020,4,ha,NSI,52.08247288600006,9.94368748900007
DE926,Total wheat,Area,7686.0,2007,2020,4,ha,NSI,51.86514403400008,9.55502236700005
DE927,Total wheat,Area,12552.75,2007,2020,4,ha,NSI,52.62563126600003,9.14279057300007
DE928,Total wheat,Area,12413.5,2007,2020,4,ha,NSI,52.29093163500005,9.206789847000039
DE929,Total wheat,Area,30580.5,2007,2020,4,ha,NSI,52.42134031100005,9.741527613000073
DE931,Total wheat,Area,2911.0,2007,2020,4,ha,NSI,52.72402897500007,10.103283267000052
DE932,Total wheat,Area,9071.0,2007,2020,4,ha,NSI,53.61608858000005,8.80254226300002
DE933,Total wheat,Area,5098.5,2007,2020,4,ha,NSI,53.315204908000055,9.963939217000075
DE934,Total wheat,Area,6573.0,2007,2020,4,ha,NSI,53.01411873900008,11.135205165000059
DE935,Total wheat,Area,7597.0,2007,2020,4,ha,NSI,53.27343177100005,10.623629
DE936,Total wheat,Area,956.0,2007,2020,4,ha,NSI,53.244536535000066,8.803494292000039
DE937,Total wheat,Area,2745.75,2007,2020,4,ha,NSI,53.25744726900007,9.294399113000054
DE938,Total wheat,Area,2562.75,2007,2020,4,ha,NSI,52.927957555000035,9.76947638200005
DE939,Total wheat,Area,6899.5,2007,2020,4,ha,NSI,53.59598966200008,9.425321281000038
DE93A,Total wheat,Area,12045.25,2007,2020,4,ha,NSI,52.98389270800004,10.537517199000035
DE93B,Total wheat,Area,6205.25,2007,2020,4,ha,NSI,52.97012493600005,9.18090058000007
DE941,Total wheat,Area,38.5,2007,2020,4,ha,NSI,53.057480835000035,8.661159484000052
DE942,Total wheat,Area,771.25,2007,2020,4,ha,NSI,53.35976137000006,7.212222688000054
DE943,Total wheat,Area,32.75,2007,2020,4,ha,NSI,53.14804703000004,8.243114011000046
DE944,Total wheat,Area,608.0,2007,2016,3,ha,NSI,52.27243698800004,8.037728736000076
DE945,Total wheat,Area,377.0,2007,2016,3,ha,NSI,53.572620423000046,8.081268699000077
DE946,Total wheat,Area,609.5,2007,2020,4,ha,NSI,53.19182828000004,8.007180495000057
DE947,Total wheat,Area,11060.5,2007,2020,4,ha,NSI,53.456879024000045,7.471277695000026
DE948,Total wheat,Area,9152.5,2007,2020,4,ha,NSI,52.89634298500005,7.935364250000021
DE949,Total wheat,Area,11153.0,2007,2020,4,ha,NSI,52.734953450000035,7.380817445000048
DE94A,Total wheat,Area,3483.5,2007,2020,4,ha,NSI,53.504008001000045,7.984080970000036
DE94B,Total wheat,Area,2184.5,2007,2020,4,ha,NSI,52.54799907200004,6.852769375000037
DE94C,Total wheat,Area,2520.0,2007,2020,4,ha,NSI,53.23228419900005,7.501104880000071
DE94D,Total wheat,Area,4962.75,2007,2020,4,ha,NSI,52.99915658300006,8.373033924000026
DE94E,Total wheat,Area,15910.25,2007,2020,4,ha,NSI,52.53260868400008,7.822575500000028
DE94F,Total wheat,Area,8888.0,2007,2020,4,ha,NSI,52.67134784700005,8.23116309300002
DE94G,Total wheat,Area,795.0,2007,2020,4,ha,NSI,53.30512857000008,8.395544015000041
DE94H,Total wheat,Area,3039.75,2007,2020,4,ha,NSI,53.573510260000035,7.728011527000035
DEA11,Total wheat,Area,710.25,2007,2020,4,ha,NSI,51.22470677700005,6.824226986000042
DEA12,Total wheat,Area,441.25,2007,2020,4,ha,NSI,51.41601119900008,6.746756983000068
