NUTS_ID,CROP_NAME,VARIABLE,AVG_VALUE,YEAR_MIN,YEAR_MAX,YEAR_COUNT,UNIT,SOURCE
DEA46,Total wheat,Area,11069.5,2007,2020,4,ha,NSI
DEA47,Total wheat,Area,10938.75,2007,2020,4,ha,NSI
DEA51,Total wheat,Area,501.0,2007,2020,4,ha,NSI
DEA52,Total wheat,Area,1399.5,2007,2020,4,ha,NSI
DEA53,Total wheat,Area,200.5,2007,2020,4,ha,NSI
DEA54,Total wheat,Area,3013.5,2007,2020,4,ha,NSI
DEA55,Total wheat,Area,112.0,2007,2020,4,ha,NSI
DEA56,Total wheat,Area,1134.5,2007,2020,4,ha,NSI
DEA57,Total wheat,Area,4160.75,2007,2020,4,ha,NSI
DEA58,Total wheat,Area,2125.0,2007,2020,4,ha,NSI
DEA59,Total wheat,Area,261.5,2007,2020,4,ha,NSI
DEA5A,Total wheat,Area,80.5,2007,2020,4,ha,NSI
DEA5B,Total wheat,Area,20970.0,2007,2020,4,ha,NSI
DEA5C,Total wheat,Area,6958.75,2007,2020,4,ha,NSI
DEB11,Total wheat,Area,796.0,2007,2016,3,ha,NSI
DEB12,Total wheat,Area,2812.3333333333335,2007,2016,3,ha,NSI
DEB13,Total wheat,Area,962.0,2007,2016,3,ha,NSI
DEB14,Total wheat,Area,7020.333333333333,2007,2016,3,ha,NSI
DEB15,Total wheat,Area,1691.0,2007,2016,3,ha,NSI
DEB17,Total wheat,Area,11309.333333333334,2007,2016,3,ha,NSI
DEB18,Total wheat,Area,1977.3333333333333,2007,2016,3,ha,NSI
DEB1A,Total wheat,Area,6555.666666666667,2007,2016,3,ha,NSI
DEB1B,Total wheat,Area,1952.3333333333333,2007,2016,3,ha,NSI
DEB1C,Total wheat,Area,3859.0,2007,2016,3,ha,NSI
DEB1D,Total wheat,Area,7206.0,2007,2016,3,ha,NSI
DEB21,Total wheat,Area,170.0,2007,2010,2,ha,NSI
DEB22,Total wheat,Area,3023.3333333333335,2007,2016,3,ha,NSI
DEB23,Total wheat,Area,6737.333333333333,2007,2016,3,ha,NSI
DEB24,Total wheat,Area,839.0,2007,2010,2,ha,NSI
DEB25,Total wheat,Area,3997.0,2007,2016,3,ha,NSI
DEB31,Total wheat,Area,454.6666666666667,2007,2016,3,ha,NSI
DEB32,Total wheat,Area,208.33333333333334,2007,2016,3,ha,NSI
DEB33,Total wheat,Area,213.0,2007,2016,3,ha,NSI
DEB34,Total wheat,Area,332.3333333333333,2007,2016,3,ha,NSI
DEB35,Total wheat,Area,1256.0,2007,2016,3,ha,NSI
DEB36,Total wheat,Area,268.3333333333333,2007,2016,3,ha,NSI
DEB37,Total wheat,Area,173.33333333333334,2007,2016,3,ha,NSI
DEB38,Total wheat,Area,141.33333333333334,2007,2016,3,ha,NSI
DEB39,Total wheat,Area,1356.6666666666667,2007,2016,3,ha,NSI
DEB3A,Total wheat,Area,600.3333333333334,2007,2016,3,ha,NSI
DEB3B,Total wheat,Area,9577.666666666666,2007,2016,3,ha,NSI
DEB3C,Total wheat,Area,2461.0,2007,2016,3,ha,NSI
DEB3D,Total wheat,Area,10380.333333333334,2007,2016,3,ha,NSI
DEB3E,Total wheat,Area,3152.6666666666665,2007,2016,3,ha,NSI
DEB3F,Total wheat,Area,2416.6666666666665,2007,2016,3,ha,NSI
DEB3G,Total wheat,Area,3860.0,2007,2016,3,ha,NSI
DEB3H,Total wheat,Area,3181.0,2007,2016,3,ha,NSI
DEB3I,Total wheat,Area,2549.0,2007,2016,3,ha,NSI
DEB3J,Total wheat,Area,7012.333333333333,2007,2016,3,ha,NSI
DEB3K,Total wheat,Area,2859.0,2007,2016,3,ha,NSI
DED21,Total wheat,Area,872.75,2007,2020,4,ha,NSI
DED2C,Total wheat,Area,18819.75,2007,2020,4,ha,NSI
DED2D,Total wheat,Area,17104.5,2007,2020,4,ha,NSI
DED2E,Total wheat,Area,22020.0,2007,2020,4,ha,NSI
DED2F,Total wheat,Area,12426.25,2007,2020,4,ha,NSI
DED41,Total wheat,Area,1295.5,2007,2020,4,ha,NSI
DED42,Total wheat,Area,3979.25,2007,2020,4,ha,NSI
DED43,Total wheat,Area,31742.25,2007,2020,4,ha,NSI
DED44,Total wheat,Area,6997.0,2007,2020,4,ha,NSI
DED45,Total wheat,Area,11064.0,2007,2020,4,ha,NSI
DED51,Total wheat,Area,2624.0,2007,2020,4,ha,NSI
DED52,Total wheat,Area,29523.5,2007,2020,4,ha,NSI
DED53,Total wheat,Area,29967.0,2007,2020,4,ha,NSI
DEE01,Total wheat,Area,823.0,2007,2020,4,ha,NSI
DEE02,Total wheat,Area,982.6666666666666,2010,2020,3,ha,NSI
DEE03,Total wheat,Area,2447.0,2007,2020,4,ha,NSI
DEE04,Total wheat,Area,12397.333333333334,2010,2020,3,ha,NSI
DEE05,Total wheat,Area,21363.0,2010,2020,3,ha,NSI
DEE06,Total wheat,Area,14035.25,2007,2020,4,ha,NSI
DEE07,Total wheat,Area,50558.25,2007,2020,4,ha,NSI
DEE08,Total wheat,Area,35937.25,2007,2020,4,ha,NSI
DEE09,Total wheat,Area,43444.5,2007,2020,4,ha,NSI
DEE0A,Total wheat,Area,27803.25,2007,2020,4,ha,NSI
DEE0B,Total wheat,Area,39832.75,2007,2020,4,ha,NSI
DEE0C,Total wheat,Area,44883.0,2007,2020,4,ha,NSI
DEE0D,Total wheat,Area,25767.75,2007,2020,4,ha,NSI
DEE0E,Total wheat,Area,11296.25,2007,2020,4,ha,NSI
DEF01,Total wheat,Area,63.0,2007,2007,1,ha,NSI
DEF02,Total wheat,Area,433.75,2007,2020,4,ha,NSI
DEF03,Total wheat,Area,1140.3333333333333,2007,2020,3,ha,NSI
DEF04,Total wheat,Area,119.0,2007,2007,1,ha,NSI
DEF05,Total wheat,Area,21089.75,2007,2020,4,ha,NSI
DEF06,Total wheat,Area,17216.5,2007,2020,4,ha,NSI
DEF07,Total wheat,Area,18906.333333333332,2007,2020,3,ha,NSI
DEF08,Total wheat,Area,33379.333333333336,2007,2020,3,ha,NSI
DEF09,Total wheat,Area,2959.75,2007,2020,4,ha,NSI
DEF0A,Total wheat,Area,19133.25,2007,2020,4,ha,NSI
DEF0B,Total wheat,Area,19051.0,2007,2020,4,ha,NSI
DEF0C,Total wheat,Area,16929.666666666668,2007,2020,3,ha,NSI
DEF0D,Total wheat,Area,10796.75,2007,2020,4,ha,NSI
DEF0E,Total wheat,Area,6479.666666666667,2007,2020,3,ha,NSI
DEF0F,Total wheat,Area,11710.75,2007,2020,4,ha,NSI
DEG01,Total wheat,Area,5652.0,2010,2016,2,ha,NSI
DEG02,Total wheat,Area,1563.0,2007,2020,2,ha,NSI
DEG05,Total wheat,Area,626.0,2020,2020,1,ha,NSI
DEG06,Total wheat,Area,14629.5,2007,2020,4,ha,NSI
DEG07,Total wheat,Area,12045.333333333334,2007,2016,3,ha,NSI
DEG09,Total wheat,Area,25993.0,2007,2020,4,ha,NSI
DEG0A,Total wheat,Area,26079.0,2007,2020,4,ha,NSI
DEG0B,Total wheat,Area,5107.0,2007,2020,4,ha,NSI
DEG0C,Total wheat,Area,15683.0,2007,2016,3,ha,NSI
DEG0D,Total wheat,Area,24633.0,2007,2020,4,ha,NSI
DEG0E,Total wheat,Area,6445.5,2007,2010,2,ha,NSI
DEG0F,Total wheat,Area,8836.333333333334,2007,2016,3,ha,NSI
DEG0G,Total wheat,Area,19869.666666666668,2010,2020,3,ha,NSI
DEG0H,Total wheat,Area,789.3333333333334,2010,2020,3,ha,NSI
DEG0I,Total wheat,Area,4104.666666666667,2007,2016,3,ha,NSI
DEG0J,Total wheat,Area,9439.5,2007,2020,2,ha,NSI
DEG0K,Total wheat,Area,9707.0,2007,2016,3,ha,NSI
DEG0L,Total wheat,Area,11755.0,2010,2010,1,ha,NSI
DEG0M,Total wheat,Area,13101.0,2007,2020,4,ha,NSI
DEG0N,Total wheat,Area,1665.5,2007,2020,2,ha,NSI
DEG0P,Total wheat,Area,7645.0,2007,2020,4,ha,NSI
DK011,Total wheat,Area,283.3333333333333,2006,2020,15,ha,Mixed
DK011,Total wheat,Production,2000.4,2006,2020,15,t,Mixed
DK011,Total wheat,Yield,7.061333333333334,2006,2020,15,t/ha,Mixed
DK012,Total wheat,Area,1275.0,2006,2020,15,ha,Mixed
DK012,Total wheat,Production,9001.8,2006,2020,15,t,Mixed
DK012,Total wheat,Yield,7.061333333333334,2006,2020,15,t/ha,Mixed
DK013,Total wheat,Area,12608.333333333334,2006,2020,15,ha,Mixed
DK013,Total wheat,Production,89017.8,2006,2020,15,t,Mixed
DK013,Total wheat,Yield,7.061333333333334,2006,2020,15,t/ha,Mixed
DK014,Total wheat,Area,13420.0,2006,2020,15,ha,Mixed
DK014,Total wheat,Production,100266.66666666667,2006,2020,15,t,Mixed
DK014,Total wheat,Yield,7.495333333333333,2006,2020,15,t/ha,Mixed
DK021,Total wheat,Area,14583.333333333334,2006,2020,15,ha,Mixed
DK021,Total wheat,Production,118630.66666666667,2006,2020,15,t,Mixed
DK021,Total wheat,Yield,8.133333333333333,2006,2020,15,t/ha,Mixed
DK022,Total wheat,Area,131250.0,2006,2020,15,ha,Mixed
DK022,Total wheat,Production,1067676.0,2006,2020,15,t,Mixed
DK022,Total wheat,Yield,8.133333333333333,2006,2020,15,t/ha,Mixed
DK031,Total wheat,Area,75460.0,2006,2020,15,ha,Mixed
DK031,Total wheat,Production,584000.0,2006,2020,15,t,Mixed
DK031,Total wheat,Yield,7.7459999999999996,2006,2020,15,t/ha,Mixed
DK032,Total wheat,Area,96580.0,2006,2020,15,ha,Mixed
DK032,Total wheat,Production,681820.0,2006,2020,15,t,Mixed
DK032,Total wheat,Yield,7.064666666666667,2006,2020,15,t/ha,Mixed
DK041,Total wheat,Area,61200.0,2006,2020,15,ha,Mixed
DK041,Total wheat,Production,408353.3333333333,2006,2020,15,t,Mixed
DK041,Total wheat,Yield,6.704666666666666,2006,2020,15,t/ha,Mixed
DK042,Total wheat,Area,106513.33333333333,2006,2020,15,ha,Mixed
DK042,Total wheat,Production,794860.0,2006,2020,15,t,Mixed
DK042,Total wheat,Yield,7.456666666666666,2006,2020,15,t/ha,Mixed
DK050,Total wheat,Area,114240.0,2006,2020,15,ha,Mixed
DK050,Total wheat,Production,779720.0,2006,2020,15,t,Mixed
DK050,Total wheat,Yield,6.860666666666666,2006,2020,15,t/ha,Mixed
EE001,Total wheat,Area,6981.066666666667,2006,2020,15,ha,Mixed
EE001,Total wheat,Production,25918.8,2006,2020,15,t,Mixed
EE001,Total wheat,Yield,3.5833333333333335,2006,2020,15,t/ha,Mixed
EE004,Total wheat,Area,16224.8,2006,2020,15,ha,Mixed
EE004,Total wheat,Production,50308.6,2006,2020,15,t,Mixed
EE004,Total wheat,Yield,2.9993333333333334,2006,2020,15,t/ha,Mixed
EE006,Total wheat,Area,38623.066666666666,2006,2020,15,ha,Mixed
EE006,Total wheat,Production,143386.46666666667,2006,2020,15,t,Mixed
EE006,Total wheat,Yield,3.572666666666667,2006,2020,15,t/ha,Mixed
EE007,Total wheat,Area,3825.5333333333333,2006,2020,15,ha,Mixed
EE007,Total wheat,Production,12851.2,2006,2020,15,t,Mixed
EE007,Total wheat,Yield,3.2199999999999998,2006,2020,15,t/ha,Mixed
EE008,Total wheat,Area,69535.8,2006,2020,15,ha,Mixed
EE008,Total wheat,Production,267602.8,2006,2020,15,t,Mixed
EE008,Total wheat,Yield,3.758666666666667,2006,2020,15,t/ha,Mixed
EL301,Total wheat,Area,0.6666666666666666,2011,2019,9,ha,NSI
EL301,Total wheat,Production,1.3333333333333333,2011,2019,9,t,NSI
EL301,Total wheat,Yield,0.6666666666666666,2011,2019,9,t/ha,NSI
EL302,Total wheat,Area,0.0,2011,2019,9,ha,NSI
EL302,Total wheat,Production,0.0,2011,2019,9,t,NSI
EL302,Total wheat,Yield,0.0,2011,2019,9,t/ha,NSI
EL303,Total wheat,Area,0.0,2011,2019,9,ha,NSI
EL303,Total wheat,Production,0.0,2011,2019,9,t,NSI
EL303,Total wheat,Yield,0.0,2011,2019,9,t/ha,NSI
EL304,Total wheat,Area,0.0,2011,2019,9,ha,NSI
EL304,Total wheat,Production,0.0,2011,2019,9,t,NSI
EL304,Total wheat,Yield,0.0,2011,2019,9,t/ha,NSI
EL305,Total wheat,Area,1300.5492307692307,2009,2021,13,ha,NSI
EL305,Total wheat,Production,2558.722307692308,2009,2021,13,t,NSI
EL305,Total wheat,Yield,2.062307692307692,2009,2021,13,t/ha,NSI
EL306,Total wheat,Area,2179.483846153846,2009,2021,13,ha,NSI
EL306,Total wheat,Production,5155.3538461538465,2009,2021,13,t,NSI
EL306,Total wheat,Yield,2.379230769230769,2009,2021,13,t/ha,NSI
EL307,Total wheat,Area,179.64272727272726,2009,2019,11,ha,NSI
EL307,Total wheat,Production,393.7736363636364,2009,2019,11,t,NSI
EL307,Total wheat,Yield,0.3981818181818182,2009,2019,11,t/ha,NSI
EL411,Total wheat,Area,2613.90625,2006,2021,16,ha,NSI
EL411,Total wheat,Production,4359.923125,2006,2021,16,t,NSI
EL411,Total wheat,Yield,1.935625,2006,2021,16,t/ha,NSI
EL412,Total wheat,Area,285.99375,2006,2021,16,ha,NSI
EL412,Total wheat,Production,387.92375,2006,2021,16,t,NSI
EL412,Total wheat,Yield,1.446875,2006,2021,16,t/ha,NSI
EL413,Total wheat,Area,139.225,2006,2021,16,ha,NSI
EL413,Total wheat,Production,159.49625,2006,2021,16,t,NSI
EL413,Total wheat,Yield,1.24875,2006,2021,16,t/ha,NSI
EL421,Total wheat,Area,2570.11875,2006,2021,16,ha,NSI
EL421,Total wheat,Production,4171.080625,2006,2021,16,t,NSI
EL421,Total wheat,Yield,1.864375,2006,2021,16,t/ha,NSI
EL422,Total wheat,Area,179.26000000000002,2006,2021,15,ha,NSI
EL422,Total wheat,Production,210.05733333333333,2006,2021,15,t,NSI
EL422,Total wheat,Yield,1.3773333333333333,2006,2021,15,t/ha,NSI
EL431,Total wheat,Area,922.95625,2006,2021,16,ha,NSI
EL431,Total wheat,Production,1302.945625,2006,2021,16,t,NSI
EL431,Total wheat,Yield,1.371875,2006,2021,16,t/ha,NSI
EL432,Total wheat,Area,193.85625,2006,2021,16,ha,NSI
EL432,Total wheat,Production,439.4875,2006,2021,16,t,NSI
EL432,Total wheat,Yield,2.511875,2006,2021,16,t/ha,NSI
EL433,Total wheat,Area,39.36875,2006,2021,16,ha,NSI
EL433,Total wheat,Production,63.193125,2006,2021,16,t,NSI
EL433,Total wheat,Yield,1.793125,2006,2021,16,t/ha,NSI
EL434,Total wheat,Area,3.69375,2006,2021,16,ha,NSI
EL434,Total wheat,Production,6.893125,2006,2021,16,t,NSI
EL434,Total wheat,Yield,1.076875,2006,2021,16,t/ha,NSI
EL511,Total wheat,Area,41963.35,2006,2021,16,ha,NSI
EL511,Total wheat,Production,121333.01125,2006,2021,16,t,NSI
EL511,Total wheat,Yield,2.913125,2006,2021,16,t/ha,NSI
EL512,Total wheat,Area,8716.13125,2006,2021,16,ha,NSI
EL512,Total wheat,Production,25797.0975,2006,2021,16,t,NSI
EL512,Total wheat,Yield,2.973125,2006,2021,16,t/ha,NSI
EL513,Total wheat,Area,15521.55625,2006,2021,16,ha,NSI
EL513,Total wheat,Production,40949.356875,2006,2021,16,t,NSI
EL513,Total wheat,Yield,2.688125,2006,2021,16,t/ha,NSI
EL514,Total wheat,Area,13575.74375,2006,2021,16,ha,NSI
EL514,Total wheat,Production,37277.435,2006,2021,16,t,NSI
EL514,Total wheat,Yield,2.816875,2006,2021,16,t/ha,NSI
EL515,Total wheat,Area,2980.6125,2006,2021,16,ha,NSI
EL515,Total wheat,Production,8229.304375,2006,2021,16,t,NSI
EL515,Total wheat,Yield,2.775625,2006,2021,16,t/ha,NSI
EL521,Total wheat,Area,4572.55,2006,2021,16,ha,NSI
EL521,Total wheat,Production,13625.0,2006,2021,16,t,NSI
EL521,Total wheat,Yield,2.863125,2006,2021,16,t/ha,NSI
EL522,Total wheat,Area,45695.43125,2006,2021,16,ha,NSI
EL522,Total wheat,Production,112559.76125,2006,2021,16,t,NSI
EL522,Total wheat,Yield,2.52625,2006,2021,16,t/ha,NSI
EL523,Total wheat,Area,59154.11875,2006,2021,16,ha,NSI
EL523,Total wheat,Production,111664.66,2006,2021,16,t,NSI
EL523,Total wheat,Yield,1.949375,2006,2021,16,t/ha,NSI
EL524,Total wheat,Area,10908.15,2006,2021,16,ha,NSI
EL524,Total wheat,Production,33406.41,2006,2021,16,t,NSI
EL524,Total wheat,Yield,3.104375,2006,2021,16,t/ha,NSI
EL525,Total wheat,Area,16651.71875,2006,2021,16,ha,NSI
EL525,Total wheat,Production,46790.72625,2006,2021,16,t,NSI
EL525,Total wheat,Yield,2.8024999999999998,2006,2021,16,t/ha,NSI
EL526,Total wheat,Area,44688.05625,2006,2021,16,ha,NSI
EL526,Total wheat,Production,112297.920625,2006,2021,16,t,NSI
EL526,Total wheat,Yield,2.554375,2006,2021,16,t/ha,NSI
EL527,Total wheat,Area,25853.725,2006,2021,16,ha,NSI
EL527,Total wheat,Production,55050.665,2006,2021,16,t,NSI
EL527,Total wheat,Yield,2.160625,2006,2021,16,t/ha,NSI
EL531,Total wheat,Area,60412.5375,2006,2021,16,ha,NSI
EL531,Total wheat,Production,159533.661875,2006,2021,16,t,NSI
EL531,Total wheat,Yield,2.659375,2006,2021,16,t/ha,NSI
EL532,Total wheat,Area,10402.2,2006,2021,16,ha,NSI
EL532,Total wheat,Production,26042.28875,2006,2021,16,t,NSI
EL532,Total wheat,Yield,2.549375,2006,2021,16,t/ha,NSI
EL533,Total wheat,Area,7411.5375,2006,2021,16,ha,NSI
EL533,Total wheat,Production,19365.581875,2006,2021,16,t,NSI
EL533,Total wheat,Yield,2.650625,2006,2021,16,t/ha,NSI
EL541,Total wheat,Area,223.575,2006,2021,16,ha,NSI
EL541,Total wheat,Production,528.83125,2006,2021,16,t,NSI
EL541,Total wheat,Yield,2.65875,2006,2021,16,t/ha,NSI
EL542,Total wheat,Area,4.653333333333333,2006,2021,15,ha,NSI
EL542,Total wheat,Production,15.609333333333332,2006,2021,15,t,NSI
EL542,Total wheat,Yield,3.1133333333333337,2006,2021,15,t/ha,NSI
EL543,Total wheat,Area,327.24375,2006,2021,16,ha,NSI
EL543,Total wheat,Production,1006.285625,2006,2021,16,t,NSI
EL543,Total wheat,Yield,3.1574999999999998,2006,2021,16,t/ha,NSI
EL611,Total wheat,Area,28853.66875,2006,2021,16,ha,NSI
EL611,Total wheat,Production,98691.63375,2006,2021,16,t,NSI
EL611,Total wheat,Yield,3.428125,2006,2021,16,t/ha,NSI
EL612,Total wheat,Area,83012.7125,2006,2021,16,ha,NSI
EL612,Total wheat,Production,281232.073125,2006,2021,16,t,NSI
EL612,Total wheat,Yield,3.413125,2006,2021,16,t/ha,NSI
EL613,Total wheat,Area,15544.40625,2006,2021,16,ha,NSI
EL613,Total wheat,Production,40741.46785714286,2006,2019,14,t,NSI
EL613,Total wheat,Yield,2.5192857142857146,2006,2019,14,t/ha,NSI
EL621,Total wheat,Area,553.2230769230769,2009,2021,13,ha,NSI
EL621,Total wheat,Production,867.1023076923077,2009,2021,13,t,NSI
EL621,Total wheat,Yield,1.79,2009,2021,13,t/ha,NSI
EL622,Total wheat,Area,2.2,2006,2019,14,ha,NSI
EL622,Total wheat,Production,3.7,2006,2019,14,t,NSI
EL622,Total wheat,Yield,1.2057142857142857,2006,2019,14,t/ha,NSI
EL623,Total wheat,Area,299.58125,2006,2021,16,ha,NSI
EL623,Total wheat,Production,449.046875,2006,2021,16,t,NSI
EL623,Total wheat,Yield,1.7225000000000001,2006,2021,16,t/ha,NSI
EL624,Total wheat,Area,4.385714285714285,2006,2019,14,ha,NSI
EL624,Total wheat,Production,5.057857142857143,2006,2019,14,t,NSI
EL624,Total wheat,Yield,1.195,2006,2019,14,t/ha,NSI
EL631,Total wheat,Area,2380.85,2006,2021,16,ha,NSI
EL631,Total wheat,Production,5236.615,2006,2021,16,t,NSI
EL631,Total wheat,Yield,2.26875,2006,2021,16,t/ha,NSI
EL632,Total wheat,Area,3792.225,2006,2021,16,ha,NSI
EL632,Total wheat,Production,9814.174375,2006,2021,16,t,NSI
EL632,Total wheat,Yield,2.580625,2006,2021,16,t/ha,NSI
EL633,Total wheat,Area,1476.0375,2006,2021,16,ha,NSI
EL633,Total wheat,Production,4394.889375,2006,2021,16,t,NSI
EL633,Total wheat,Yield,3.0475,2006,2021,16,t/ha,NSI
EL641,Total wheat,Area,24115.39375,2006,2021,16,ha,NSI
EL641,Total wheat,Production,78995.821875,2006,2021,16,t,NSI
EL641,Total wheat,Yield,3.290625,2006,2021,16,t/ha,NSI
EL642,Total wheat,Area,6867.29375,2006,2021,16,ha,NSI
EL642,Total wheat,Production,14779.029375,2006,2021,16,t,NSI
EL642,Total wheat,Yield,2.378125,2006,2021,16,t/ha,NSI
EL643,Total wheat,Area,11.506666666666666,2006,2020,15,ha,NSI
EL643,Total wheat,Production,22.696,2006,2020,15,t,NSI
EL643,Total wheat,Yield,2.044,2006,2020,15,t/ha,NSI
EL644,Total wheat,Area,35353.54375,2006,2021,16,ha,NSI
EL644,Total wheat,Production,105928.7225,2006,2021,16,t,NSI
EL644,Total wheat,Yield,2.955,2006,2021,16,t/ha,NSI
EL645,Total wheat,Area,798.24375,2006,2021,16,ha,NSI
EL645,Total wheat,Production,1591.268125,2006,2021,16,t,NSI
EL645,Total wheat,Yield,2.126875,2006,2021,16,t/ha,NSI
EL651,Total wheat,Area,3828.675,2006,2021,16,ha,NSI
EL651,Total wheat,Production,9888.906875,2006,2021,16,t,NSI
EL651,Total wheat,Yield,2.64,2006,2021,16,t/ha,NSI
EL652,Total wheat,Area,3290.05,2006,2021,16,ha,NSI
EL652,Total wheat,Production,8205.796875,2006,2021,16,t,NSI
EL652,Total wheat,Yield,2.491875,2006,2021,16,t/ha,NSI
EL653,Total wheat,Area,408.99375,2006,2021,16,ha,NSI
EL653,Total wheat,Production,1090.613125,2006,2021,16,t,NSI
EL653,Total wheat,Yield,2.796875,2006,2021,16,t/ha,NSI
ES111,Total wheat,Area,2167.125,2006,2021,16,ha,NSI
ES111,Total wheat,Production,7727.005,2006,2021,16,t,NSI
ES111,Total wheat,Yield,3.5256250000000002,2006,2021,16,t/ha,NSI
ES112,Total wheat,Area,3542.8125,2006,2021,16,ha,NSI
ES112,Total wheat,Production,10015.473125,2006,2021,16,t,NSI
ES112,Total wheat,Yield,2.783125,2006,2021,16,t/ha,NSI
ES113,Total wheat,Area,8995.4375,2006,2021,16,ha,NSI
ES113,Total wheat,Production,28653.79125,2006,2021,16,t,NSI
ES113,Total wheat,Yield,3.151875,2006,2021,16,t/ha,NSI
ES114,Total wheat,Area,432.875,2006,2021,16,ha,NSI
ES114,Total wheat,Production,1350.320625,2006,2021,16,t,NSI
ES114,Total wheat,Yield,2.914375,2006,2021,16,t/ha,NSI
ES120,Total wheat,Area,48.23076923076923,2006,2020,13,ha,NSI
ES120,Total wheat,Production,63.361538461538466,2006,2020,13,t,NSI
ES120,Total wheat,Yield,1.4992307692307694,2006,2020,13,t/ha,NSI
ES130,Total wheat,Area,575.9230769230769,2006,2020,13,ha,NSI
ES130,Total wheat,Production,1326.9515384615383,2006,2020,13,t,NSI
ES130,Total wheat,Yield,2.38,2006,2020,13,t/ha,NSI
ES211,Total wheat,Area,23594.75,2006,2021,16,ha,NSI
ES211,Total wheat,Production,134911.625,2006,2021,16,t,NSI
ES211,Total wheat,Yield,5.71875,2006,2021,16,t/ha,NSI
ES212,Total wheat,Area,2.0,2019,2021,3,ha,NSI
ES212,Total wheat,Production,11.0,2019,2021,3,t,NSI
ES212,Total wheat,Yield,5.390000000000001,2019,2021,3,t/ha,NSI
ES213,Total wheat,Area,0.0,2020,2020,1,ha,NSI
ES213,Total wheat,Production,0.0,2020,2020,1,t,NSI
ES213,Total wheat,Yield,0.0,2020,2020,1,t/ha,NSI
ES220,Total wheat,Area,73822.2,2006,2020,15,ha,NSI
ES220,Total wheat,Production,338714.766,2006,2020,15,t,NSI
ES220,Total wheat,Yield,4.567333333333333,2006,2020,15,t/ha,NSI
ES230,Total wheat,Area,31220.466666666667,2006,2020,15,ha,NSI
ES230,Total wheat,Production,143120.41999999998,2006,2020,15,t,NSI
ES230,Total wheat,Yield,4.572666666666667,2006,2020,15,t/ha,NSI
ES241,Total wheat,Area,52719.3125,2006,2021,16,ha,NSI
ES241,Total wheat,Production,209678.593125,2006,2021,16,t,NSI
ES241,Total wheat,Yield,3.95625,2006,2021,16,t/ha,NSI
ES242,Total wheat,Area,36656.1875,2006,2021,16,ha,NSI
ES242,Total wheat,Production,83776.91625,2006,2021,16,t,NSI
ES242,Total wheat,Yield,2.291875,2006,2021,16,t/ha,NSI
ES243,Total wheat,Area,167733.6875,2006,2021,16,ha,NSI
ES243,Total wheat,Production,375770.64375,2006,2021,16,t,NSI
ES243,Total wheat,Yield,2.30125,2006,2021,16,t/ha,NSI
ES300,Total wheat,Area,20980.0,2007,2019,12,ha,NSI
ES300,Total wheat,Production,68880.35333333333,2007,2019,9,t,NSI
ES300,Total wheat,Yield,3.2466666666666666,2007,2019,9,t/ha,NSI
ES411,Total wheat,Area,31996.125,2006,2021,16,ha,NSI
ES411,Total wheat,Production,86482.20125,2006,2021,16,t,NSI
ES411,Total wheat,Yield,2.65625,2006,2021,16,t/ha,NSI
ES412,Total wheat,Area,206464.0625,2006,2021,16,ha,NSI
ES412,Total wheat,Production,882747.05625,2006,2021,16,t,NSI
ES412,Total wheat,Yield,4.265625,2006,2021,16,t/ha,NSI
ES413,Total wheat,Area,51907.25,2006,2021,16,ha,NSI
ES413,Total wheat,Production,209445.956875,2006,2021,16,t,NSI
ES413,Total wheat,Yield,4.029375,2006,2021,16,t/ha,NSI
ES414,Total wheat,Area,112095.5625,2006,2021,16,ha,NSI
ES414,Total wheat,Production,406980.736875,2006,2021,16,t,NSI
ES414,Total wheat,Yield,3.600625,2006,2021,16,t/ha,NSI
ES415,Total wheat,Area,64428.875,2006,2021,16,ha,NSI
ES415,Total wheat,Production,201964.634375,2006,2021,16,t,NSI
ES415,Total wheat,Yield,3.09,2006,2021,16,t/ha,NSI
ES416,Total wheat,Area,64357.5,2006,2021,16,ha,NSI
ES416,Total wheat,Production,190177.159375,2006,2021,16,t,NSI
ES416,Total wheat,Yield,2.97875,2006,2021,16,t/ha,NSI
ES417,Total wheat,Area,97409.25,2006,2021,16,ha,NSI
ES417,Total wheat,Production,313737.578125,2006,2021,16,t,NSI
ES417,Total wheat,Yield,3.19125,2006,2021,16,t/ha,NSI
ES418,Total wheat,Area,78023.625,2006,2021,16,ha,NSI
ES418,Total wheat,Production,268109.35125,2006,2021,16,t,NSI
ES418,Total wheat,Yield,3.371875,2006,2021,16,t/ha,NSI
ES419,Total wheat,Area,63330.125,2006,2021,16,ha,NSI
ES419,Total wheat,Production,195874.173125,2006,2021,16,t,NSI
ES419,Total wheat,Yield,3.069375,2006,2021,16,t/ha,NSI
ES421,Total wheat,Area,65574.625,2006,2021,16,ha,NSI
ES421,Total wheat,Production,202072.57375,2006,2021,16,t,NSI
ES421,Total wheat,Yield,3.08,2006,2021,16,t/ha,NSI
ES422,Total wheat,Area,45735.5,2006,2021,16,ha,NSI
ES422,Total wheat,Production,91638.303125,2006,2021,16,t,NSI
ES422,Total wheat,Yield,2.0368749999999998,2006,2021,16,t/ha,NSI
ES423,Total wheat,Area,32874.375,2006,2021,16,ha,NSI
ES423,Total wheat,Production,96125.1375,2006,2021,16,t,NSI
ES423,Total wheat,Yield,2.9831250000000002,2006,2021,16,t/ha,NSI
ES424,Total wheat,Area,61595.25,2006,2021,16,ha,NSI
