IDREGION;CROP_NAME;VARIABLE;YEAR;VALUE;SOURCE;CALCULATED_REGION;CALCULATED_CROP;CALCULATED_VALUE;COHERENCE_A_P_Y;ZERO_SET_AS_NULL;COHERENCE_CROP;UNIT
FRK11;Total wheat;Yield;2009;6.8;NSI;;;Yes;Yes;;Yes;t/ha
FRK11;Total wheat;Yield;2010;6.5;NSI;;;Yes;Yes;;Yes;t/ha
EL307;Total wheat;Area;2009;1001.05;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Area;2010;975.02;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Area;2011;0.0;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Area;2012;0.0;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Area;2013;0.0;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Area;2014;0.0;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Area;2015;0.0;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Area;2016;0.0;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Area;2017;0.0;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Area;2018;0.0;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Area;2019;0.0;NSI;;;Yes;Yes;;Yes;ha
EL307;Total wheat;Production;2009;2480.97;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Production;2010;1850.54;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Production;2011;0.0;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Production;2012;0.0;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Production;2013;0.0;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Production;2014;0.0;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Production;2015;0.0;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Production;2016;0.0;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Production;2017;0.0;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Production;2018;0.0;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Production;2019;0.0;NSI;;;Yes;Yes;;Yes;t
EL307;Total wheat;Yield;2009;2.48;NSI;;;Yes;Yes;;Yes;t/ha
EL307;Total wheat;Yield;2010;1.9;NSI;;;Yes;Yes;;Yes;t/ha
EL307;Total wheat;Yield;2011;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2012;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2013;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2014;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2015;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2016;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2017;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2018;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2019;0.0;NSI;;;Yes;Yes;;;t/ha
FRL05;Total wheat;Area;2006;6286.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2007;5593.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2008;5904.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2009;4651.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2010;5143.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2011;3848.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2012;3492.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2013;3184.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2014;3215.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2015;2653.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2016;3093.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2017;2833.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2018;2126.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2019;1560.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2020;1410.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2021;1846.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2022;1677.0;NSI;;;Yes;Yes;;Yes;ha
FRL05;Total wheat;Area;2023;1745.0;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2008;218.13;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2009;243.23;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2013;222.75;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2014;225.54;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2015;240.92;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2016;278.33;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2017;262.43;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2018;260.3;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2019;253.77;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2020;258.73;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2021;299.96;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Area;2022;284.63;NSI;;;Yes;Yes;;Yes;ha
AT32;Total wheat;Production;2008;1456.9;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2009;875.57;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2013;1115.43;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2014;1264.46;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2015;1498.68;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2016;1590.58;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2017;1130.89;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2018;1615.35;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2019;1503.99;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2020;1634.49;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2021;1624.27;NSI;;;Yes;Yes;;Yes;t
AT32;Total wheat;Production;2022;1526.58;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Area;2006;27040.4;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2007;29153.1;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2008;33082.0;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2009;43543.1;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2010;39997.7;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2011;31643.0;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2012;30588.9;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2013;29466.8;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2014;27743.6;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2015;28977.6;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2016;28128.3;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2017;25398.2;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2018;23785.2;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2019;21405.8;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2020;18854.4;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Area;2021;22850.6;NSI;;;Yes;Yes;;Yes;ha
EL611;Total wheat;Production;2006;91519.91;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2007;77765.62;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2008;135910.26;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2009;144494.0;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2010;130761.0;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2011;98957.51;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2012;103582.06;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2013;103567.26;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2014;100226.22;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2015;104918.31;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2016;98942.22;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2017;88772.26;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2018;81705.4;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2019;75904.68;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2020;66562.99;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Production;2021;75476.44;NSI;;;Yes;Yes;;Yes;t
EL611;Total wheat;Yield;2006;3.38;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2007;2.67;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2008;4.11;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2009;3.32;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2010;3.27;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2011;3.13;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2012;3.39;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2013;3.51;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2014;3.61;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2015;3.62;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2016;3.52;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2017;3.5;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2018;3.44;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2019;3.55;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2020;3.53;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2021;3.3;NSI;;;Yes;Yes;;Yes;t/ha
BE24;Total wheat;Area;2006;18500.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2007;17900.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2008;18100.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2009;17900.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2010;18700.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2011;17000.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2012;18300.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2013;17400.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2014;17860.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2015;18590.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2016;18940.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2017;17342.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2018;16644.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2019;17648.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2020;16579.0;Mixed;;;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2021;17637.0;Mixed;;Yes;Yes;Yes;;Yes;ha
BE24;Total wheat;Area;2022;16279.0;Mixed;;Yes;Yes;Yes;;Yes;ha
BE24;Total wheat;Production;2006;151900.0;Mixed;;;Yes;Yes;;Yes;t
BE24;Total wheat;Production;2007;136900.0;Mixed;;;Yes;Yes;;Yes;t
BE24;Total wheat;Production;2008;155300.0;Mixed;;;Yes;Yes;;Yes;t
BE24;Total wheat;Production;2009;166900.0;Mixed;;;Yes;Yes;;Yes;t
BE24;Total wheat;Production;2010;162198.0;Mixed;;;Yes;Yes;;Yes;t
BE24;Total wheat;Production;2011;136000.0;Mixed;;;Yes;Yes;;Yes;t
ES111;Total wheat;Area;2006;3367.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2007;3240.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2008;3117.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2009;3315.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2010;1897.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2011;1838.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2012;2276.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2013;1777.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2014;1731.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2015;1711.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2016;1704.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2017;1617.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2018;1695.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2019;1783.0;NSI;;;;Yes;;;ha
ES111;Total wheat;Area;2020;1872.0;NSI;;;;Yes;;Yes;ha
ES111;Total wheat;Area;2021;1734.0;NSI;;;;Yes;;Yes;ha
ES111;Total wheat;Production;2006;14545.0;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2007;9234.0;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2008;13341.0;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2009;11039.0;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2010;6317.01;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2011;14369.48;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2012;7813.51;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2013;5606.44;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2014;5367.83;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2015;5305.81;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2016;4601.0;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2017;4770.0;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2018;5068.0;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2019;5171.0;NSI;;;;Yes;;;t
ES111;Total wheat;Production;2020;5691.0;NSI;;;;Yes;;Yes;t
ES111;Total wheat;Production;2021;5392.0;NSI;;;;Yes;;Yes;t
ES111;Total wheat;Yield;2006;4.32;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2007;2.85;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2008;4.28;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2009;3.33;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2010;3.33;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2011;7.82;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2012;3.43;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Area;2011;2.0;NSI;;;Yes;Yes;;Yes;ha
EL301;Total wheat;Area;2012;2.0;NSI;;;Yes;Yes;;Yes;ha
EL301;Total wheat;Area;2013;2.0;NSI;;;Yes;Yes;;Yes;ha
EL301;Total wheat;Area;2014;0.0;NSI;;;Yes;Yes;;Yes;ha
EL301;Total wheat;Area;2015;0.0;NSI;;;Yes;Yes;;Yes;ha
EL301;Total wheat;Area;2016;0.0;NSI;;;Yes;Yes;;Yes;ha
EL301;Total wheat;Area;2017;0.0;NSI;;;Yes;Yes;;Yes;ha
EL301;Total wheat;Area;2018;0.0;NSI;;;Yes;Yes;;Yes;ha
EL301;Total wheat;Area;2019;0.0;NSI;;;Yes;Yes;;Yes;ha
EL301;Total wheat;Production;2011;4.0;NSI;;;Yes;Yes;;Yes;t
EL301;Total wheat;Production;2012;4.0;NSI;;;Yes;Yes;;Yes;t
EL301;Total wheat;Production;2013;4.0;NSI;;;Yes;Yes;;Yes;t
EL301;Total wheat;Production;2014;0.0;NSI;;;Yes;Yes;;Yes;t
EL301;Total wheat;Production;2015;0.0;NSI;;;Yes;Yes;;Yes;t
EL301;Total wheat;Production;2016;0.0;NSI;;;Yes;Yes;;Yes;t
EL301;Total wheat;Production;2017;0.0;NSI;;;Yes;Yes;;Yes;t
EL301;Total wheat;Production;2018;0.0;NSI;;;Yes;Yes;;Yes;t
EL301;Total wheat;Production;2019;0.0;NSI;;;Yes;Yes;;Yes;t
EL301;Total wheat;Yield;2011;2.0;NSI;;;Yes;Yes;;Yes;t/ha
EL301;Total wheat;Yield;2012;2.0;NSI;;;Yes;Yes;;Yes;t/ha
EL301;Total wheat;Yield;2013;2.0;NSI;;;Yes;Yes;;Yes;t/ha
EL301;Total wheat;Yield;2014;0.0;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2015;0.0;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2016;0.0;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2017;0.0;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2018;0.0;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2019;0.0;NSI;;;Yes;Yes;;;t/ha
ITC41;Total wheat;Area;2015;411.0;NSI;;;Yes;Yes;;Yes;ha
ITC41;Total wheat;Production;2015;1955.3;NSI;;;Yes;Yes;;Yes;t
ITC41;Total wheat;Yield;2015;4.76;NSI;;;Yes;Yes;;Yes;t/ha
EL641;Total wheat;Area;2006;24789.8;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2007;24804.3;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2008;26829.3;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2009;30061.9;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2010;30880.4;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2011;30131.3;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2012;29807.4;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2013;27951.5;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2014;21767.3;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2015;20445.6;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2016;21962.9;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2017;21069.4;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2018;20635.4;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2019;17655.0;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2020;17504.1;NSI;;;Yes;Yes;;Yes;ha
EL641;Total wheat;Area;2021;19550.7;NSI;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2006;21200.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2007;20800.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2008;22400.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2009;20900.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2010;21800.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2011;21000.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2012;22100.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2013;21300.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2014;21520.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2015;22210.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2016;21610.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2017;18832.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2018;19315.0;Mixed;;;Yes;Yes;;Yes;ha
BE31;Total wheat;Area;2019;19487.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2006;4445.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2007;4939.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2008;5038.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2009;5136.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2010;6056.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2011;6354.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2012;5585.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2013;5418.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2014;7805.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2015;8577.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2016;9243.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2017;8606.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2018;8400.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2019;9052.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Area;2020;10062.0;Mixed;;;Yes;Yes;;Yes;ha
EE001;Total wheat;Production;2006;9815.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2007;18392.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2008;17545.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2009;17654.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2010;15577.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2011;17735.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2012;18706.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2013;17814.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2014;31791.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2015;43945.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2016;26341.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2017;40977.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2018;21406.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2019;44790.0;Mixed;;;Yes;Yes;;Yes;t
EE001;Total wheat;Production;2020;46294.0;Mixed;;;Yes;Yes;;Yes;t
BE34;Total wheat;Area;2006;5200.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2007;5000.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2008;6200.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2009;5600.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2010;5200.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2011;5000.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2012;4900.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2013;6000.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2014;6230.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2015;7330.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2016;6460.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2017;1857.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2018;2217.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2019;2381.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2020;2221.0;Mixed;;;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2021;2321.0;Mixed;;Yes;Yes;Yes;;Yes;ha
BE34;Total wheat;Area;2022;2476.0;Mixed;;Yes;Yes;Yes;;Yes;ha
HU110;Total wheat;Area;2006;10024.0;NSI;;;;Yes;;Yes;ha
HU110;Total wheat;Area;2007;9707.0;NSI;;;;Yes;;Yes;ha
HU110;Total wheat;Area;2008;8169.0;NSI;;;;Yes;;No;ha
HU110;Total wheat;Area;2009;8127.0;NSI;;;;Yes;;No;ha
HU110;Total wheat;Area;2010;7584.0;NSI;;;;Yes;;No;ha
HU110;Total wheat;Area;2011;6657.0;NSI;;;;Yes;;Yes;ha
HU110;Total wheat;Area;2012;7047.0;NSI;;;;Yes;;No;ha
HU110;Total wheat;Area;2013;7954.0;NSI;;;;Yes;;No;ha
HU110;Total wheat;Area;2014;7269.0;NSI;;;;Yes;;No;ha
HU110;Total wheat;Area;2015;8027.0;NSI;;;;Yes;;No;ha
HU110;Total wheat;Area;2016;8273.0;NSI;;;Yes;Yes;;Yes;ha
HU110;Total wheat;Area;2017;6907.0;NSI;;;Yes;Yes;;Yes;ha
HU110;Total wheat;Area;2018;6707.0;NSI;;;Yes;Yes;;Yes;ha
HU110;Total wheat;Area;2019;7293.0;NSI;;;Yes;Yes;;Yes;ha
HU110;Total wheat;Production;2006;31934.0;NSI;;;;Yes;;Yes;t
HU110;Total wheat;Production;2007;27882.0;NSI;;;;Yes;;Yes;t
HU110;Total wheat;Production;2008;36103.0;NSI;;;;Yes;;Yes;t
HU110;Total wheat;Production;2009;24563.0;NSI;;;;Yes;;Yes;t
HU110;Total wheat;Production;2010;21314.0;NSI;;;;Yes;;Yes;t
HU110;Total wheat;Production;2011;22794.0;NSI;;;;Yes;;Yes;t
HU110;Total wheat;Production;2012;21560.0;NSI;;;;Yes;;No;t
HU110;Total wheat;Production;2013;31750.0;NSI;;;;Yes;;No;t
HU110;Total wheat;Production;2014;29917.0;NSI;;;;Yes;;No;t
HU110;Total wheat;Production;2015;36676.0;NSI;;;;Yes;;No;t
HU110;Total wheat;Production;2016;36526.0;NSI;;;Yes;Yes;;Yes;t
HU110;Total wheat;Production;2017;36810.0;NSI;;;Yes;Yes;;Yes;t
HU110;Total wheat;Production;2018;32578.0;NSI;;;Yes;Yes;;Yes;t
HU110;Total wheat;Production;2019;38174.0;NSI;;;Yes;Yes;;Yes;t
HU110;Total wheat;Yield;2006;3.19;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2007;2.87;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2008;4.42;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2009;3.02;NSI;;;Yes;Yes;;No;t/ha
HU110;Total wheat;Yield;2010;2.81;NSI;;;Yes;Yes;;No;t/ha
HU110;Total wheat;Yield;2011;3.42;NSI;;;Yes;Yes;;Yes;t/ha
