,lon,lat,precip_additive,precip_mean
523,30.032581,29.7209,191.90004,10.10000211
524,30.350202,29.7209,212.00014,11.15790211
525,30.667823,29.7209,299.00027,15.73685632
526,30.985444,29.7209,354.5003,18.65791053
527,31.303065,29.7209,417.40012,21.96842737
528,31.620686,29.7209,392.30017,20.64737737
529,31.938307,29.7209,318.80032,16.77896421
530,32.255928,29.7209,296.50024,15.60527579
531,32.573549,29.7209,258.80014,13.62106
532,32.89117,29.7209,291.50027,15.34211947
533,33.208791,29.7209,299.1003,15.74212105
534,33.526412,29.7209,294.70038,15.51054632
535,33.844033,29.7209,355.40042,18.70528526
536,34.161654,29.7209,411.7006,21.66845263
537,34.479275,29.7209,455.2006,23.95792632
538,34.796896,29.7209,478.10037,25.16317737
539,35.114517,29.7209,518.3002,27.27895789
540,-9.670044,30.038521,2632.6052,138.5581684
541,-9.352423,30.038521,2732.8044,143.8318105
542,-9.034802,30.038521,2580.6008,135.8210947
543,-8.717181,30.038521,2192.0974,115.3735474
544,-8.39956,30.038521,1503.1957,79.11556316
545,-8.081939,30.038521,1111.2981,58.48937368
546,-7.764318,30.038521,957.2978,50.38409474
547,-7.446697,30.038521,908.8987,47.83677368
548,-7.129076,30.038521,904.7993,47.62101579
549,-6.811455,30.038521,754.6002,39.7158
550,-6.493834,30.038521,669.80005,35.25263421
551,-6.176213,30.038521,579.7006,30.51055789
552,-5.858592,30.038521,576.7002,30.35264211
553,-5.540971,30.038521,553.4004,29.12633684
554,-5.22335,30.038521,529.80054,27.88423895
555,-4.905729,30.038521,482.6004,25.40002105
556,-4.588108,30.038521,460.8002,24.25264211
557,-4.270487,30.038521,453.20035,23.85265
558,-3.952866,30.038521,460.8005,24.25265789
559,-3.635245,30.038521,429.00027,22.57896158
560,-3.317624,30.038521,440.70065,23.19477105
561,-3.000003,30.038521,500.00052,26.31581684
562,-2.682382,30.038521,494.00046,26.00002421
563,-2.364761,30.038521,539.9005,28.41581579
564,-2.04714,30.038521,543.20056,28.58950316
565,-1.729519,30.038521,482.40054,25.38950211
566,-1.411898,30.038521,450.8005,23.72634211
567,-1.094277,30.038521,335.50037,17.65791421
568,-0.776656,30.038521,304.20016,16.01053474
569,-0.459035,30.038521,288.4002,15.17895789
570,-0.141414,30.038521,286.70016,15.08948211
571,0.176207,30.038521,282.80023,14.88422263
572,0.493828,30.038521,260.70026,13.72106632
573,0.811449,30.038521,251.40018,13.23158842
574,1.12907,30.038521,251.10002,13.21579053
575,1.446691,30.038521,253.00005,13.31579211
576,1.764312,30.038521,250.90016,13.20527158
577,2.081933,30.038521,293.70032,15.45791158
578,2.399554,30.038521,318.6002,16.76843158
579,2.717175,30.038521,332.20023,17.48422263
580,3.034796,30.038521,327.90015,17.25790263
581,3.352417,30.038521,303.90018,15.99474632
582,3.670038,30.038521,254.40022,13.38948526
583,3.987659,30.038521,200.30003,10.54210684
584,4.30528,30.038521,187.90001,9.889474211
585,4.622901,30.038521,181.79994,9.568417895
586,4.940522,30.038521,173.90009,9.152636316
587,5.258143,30.038521,168.49998,8.86842
588,5.575764,30.038521,173.99997,9.157893158
589,5.893385,30.038521,214.40004,11.28421263
590,6.211006,30.038521,223.00006,11.73684526
591,6.528627,30.038521,241.09998,12.68947263
592,6.846248,30.038521,256.80005,13.51579211
593,7.163869,30.038521,258.4001,13.60000526
594,7.48149,30.038521,253.50015,13.34211316
595,7.799111,30.038521,229.30011,12.06842684
596,8.116732,30.038521,227.00014,11.94737579
